segment_id,wav_file,path,text
01022018_022,01022018_022.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_022.wav,﻿reflektere en del av 
01022018_024,01022018_024.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_024.wav,﻿de fikk en del i forkant men
01022018_026,01022018_026.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_026.wav,﻿politiet mener tobarnsmoren janne jemtland ble skutt med et håndvåpen etter det nrk får opplyst har den siktede ektemannen forklart at skuddet gikk av ved et uhell han nekter fortsatt straffskyld for siktelsen om forsettlig drap
01022018_027,01022018_027.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_027.wav,﻿forskeren arne strand som ble hardt skadet i et terrorangrep i kabul
01022018_028,01022018_028.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_028.wav,﻿er på bedringens vei og forventes å bli helt fritt
01022018_034,01022018_034.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_034.wav,﻿luke vekk på forhånd 
01022018_035,01022018_035.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_035.wav,﻿undersøkelsen har en viss risiko og løsningen for en enklere metode kan ligge hos olje og gassindustrien
01022018_041,01022018_041.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_041.wav,﻿fått bekreftet at det er utført massakre
01022018_042,01022018_042.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_042.wav,﻿slike mobilvideoer har vi sett Mange av 
01022018_043,01022018_043.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_043.wav,﻿en rohingya-landsby satt i brann 
01022018_044,01022018_044.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_044.wav,﻿av myanmars regjeringsstyrker og buddhistiske naboer 
01022018_045,01022018_045.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_045.wav,﻿viser menneskerester delvis oppløst i syre og halve kropper 
01022018_046,01022018_046.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_046.wav,﻿ble skutt under flykten men
01022018_047,01022018_047.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_047.wav,﻿seksti dager skal de være ute av landet
01022018_048,01022018_048.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_048.wav,﻿myndighetene sier at flyktningene må ut fordi militante gjemmer seg blant dem
01022018_049,01022018_049.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_049.wav,﻿som forsøker å bekjempe taliban 
01022018_050,01022018_050.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_050.wav,﻿videoen viser en vellykket test av en del av amerikanske rakettforsvar det er det skjedde i februar i fjor
01022018_052,01022018_052.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_052.wav,﻿en test i juni feilet 
01022018_053,01022018_053.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_053.wav,﻿også gikk galt 
01022018_055,01022018_055.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_055.wav,﻿besøket vil Britene undertegne Handelsavtaler 
01022018_056,01022018_056.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_056.wav,﻿skader dnbs omdømme får banken stadig nye fondskunder
01022018_062,01022018_062.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_062.wav,﻿ligget i kø utenfor vinmonopolet på aker brygge
01022018_065,01022018_065.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_065.wav,﻿på en mannsalder 
01022018_068,01022018_068.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_068.wav,﻿tjueåtte russiske utøvere som ble
01022018_069,01022018_069.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_069.wav,﻿stengt på livstid for doping russerne jubler ioc er sterkt kritisk
01022018_070,01022018_070.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_070.wav,﻿og vi ble med alexander sørloth på hans første dag i crystal palace hvordan det gikk ser du litt senere i sporten
01022018_071,01022018_071.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_071.wav,﻿har drømt om å oppleve 
01022018_072,01022018_072.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_072.wav,﻿at det går så fort
01022018_074,01022018_074.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_074.wav,﻿det viktig at 
01022018_075,01022018_075.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_075.wav,﻿i nesten sytti år 
01022018_076,01022018_076.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_076.wav,﻿krig og konflikt preger fortsatt blekens kvasse strek 
01022018_079,01022018_079.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_079.wav,﻿det har sin pris å være nærmeste nabo til ol
01022018_082,01022018_082.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_082.wav,﻿verneverdig skog skog som trolig aldri kommer tilbake 
01022018_083,01022018_083.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_083.wav,﻿utsikten blir aldri den samme 
01022018_084,01022018_084.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_084.wav,﻿men når ikke fram med sine klager
01022018_086,01022018_086.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_086.wav,﻿men har vært tynt med bevis mot enkelte russiske utøvere
01022018_089,01022018_089.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_089.wav,﻿for dette standpunktet har Besseberg fått kritikk i flere år 
01022018_091,01022018_091.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_091.wav,﻿han kostet flesk 
01022018_093,01022018_093.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_093.wav,﻿som kan få sin debut allerede til søndag
01022018_094,01022018_094.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Feb2018/01022018_094.wav,﻿så går turen til treningsfeltet for aller første gang 
01032018_000,01032018_000.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_000.wav,﻿husker skrøt av atomdrevne krysseraketter som skal ha uinnskrenket rekkevidde
01032018_001,01032018_001.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_001.wav,﻿nils johan semb er ferdig som toppfotballsjef fortsetter i nyopprettet stilling
01032018_006,01032018_006.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_006.wav,﻿kan være ulovlig 
01032018_007,01032018_007.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_007.wav,﻿dette har aldri blitt vist før antennene skogen
01032018_008,01032018_008.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_008.wav,﻿på ringerike kan hente informasjon fra minst hundre og tretti kommersielle satellitter i verdensrommet
01032018_009,01032018_009.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_009.wav,﻿i dyp hemmelighet er det brukt mange
01032018_010,01032018_010.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_010.wav,﻿forbigår venn av verdens mest avanserte lyttestasjoner bak den gamle militærleieren eggemoen ved hønefoss framtid
01032018_011,01032018_011.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_011.wav,﻿som beskriver basen i Norge 
01032018_012,01032018_012.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_012.wav,﻿de topphemmelige dokumentene ble smuglet ut av varsler
01032018_016,01032018_016.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_016.wav,﻿og har vært bemannet siden to tusen fem
01032018_018,01032018_018.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_018.wav,﻿se og høre på innholdet i samtaler 
01032018_020,01032018_020.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_020.wav,﻿problemet er at også norske borgere
01032018_022,01032018_022.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_022.wav,﻿hun leder utvalget som skal kontrollere
01032018_023,01032018_023.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_023.wav,﻿de hemmelige tjenestene for stortinget
01032018_024,01032018_024.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_024.wav,﻿eos-utvalget har besøkt basen 
01032018_026,01032018_026.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_026.wav,﻿overvåker nordmenn i Norge 
01032018_028,01032018_028.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_028.wav,﻿vi har vært usikre på ånd
01032018_032,01032018_032.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_032.wav,﻿til internasjonale militære operasjoner 
01032018_033,01032018_033.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_033.wav,﻿der Norge deltar 
01032018_034,01032018_034.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_034.wav,﻿etterretningstjenesten avviser at de bryter loven eller menneskerettighetene og mener det ikke er mulig å drive etterretning mot utlandet fra norge
01032018_035,01032018_035.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_035.wav,﻿uten disse metodene 
01032018_036,01032018_036.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_036.wav,﻿så NRK har fått disse bildene av E-tjenesten 
01032018_037,01032018_037.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_037.wav,﻿de er kritiske til at gradert informasjon offentliggjøres 
01032018_038,01032018_038.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_038.wav,﻿som kan skade deres evne til å utføre oppgaver nsa
01032018_039,01032018_039.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_039.wav,﻿vil ikke kommentere den saken jon wessel-aas
01032018_045,01032018_045.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_045.wav,﻿advarte den tidligere ssb-sjefen 
01032018_046,01032018_046.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_046.wav,﻿siden hun ble presset ut pga omorganiseringen
01032018_047,01032018_047.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_047.wav,﻿flere av grepene var omstridte
01032018_052,01032018_052.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_052.wav,﻿i kveld er det førpremiere på en ny norsk film 
01032018_057,01032018_057.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_057.wav,﻿og jostedalen i sogn og fjordane
01032018_058,01032018_058.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_058.wav,﻿de fleste folldøler er vant til streng kulde
01032018_061,01032018_061.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_061.wav,﻿hjemmesykepleien støter også på utfordringer 
01032018_062,01032018_062.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_062.wav,﻿en av bilene motorhavari i kulda
01032018_065,01032018_065.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_065.wav,﻿er bekymret for 
01032018_070,01032018_070.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_070.wav,﻿kulden herjer også på kontinentet der har kuldegradene tatt liv 
01032018_072,01032018_072.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_072.wav,﻿dødd i sine egne hjem
01032018_074,01032018_074.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_074.wav,﻿om å holde seg i
01032018_079,01032018_079.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_079.wav,﻿på innenriks publikum 
01032018_082,01032018_082.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_082.wav,﻿til å be om at saken utsettes også i dag ble morens forklaring avbrutt 
01032018_084,01032018_084.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_084.wav,﻿til å forklare seg 
01032018_085,01032018_085.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_085.wav,﻿alle aktørene i rettssalen 
01032018_086,01032018_086.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_086.wav,﻿ge jo ønsker at hun skal forklare seg slik at vi kan få svar på en del spørsmål
01032018_087,01032018_087.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_087.wav,﻿nyttårsaften tjue seksten døde den tretten år gamle datteren av avmagring 
01032018_088,01032018_088.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_088.wav,﻿innpå familiens hytte på beitostølen
01032018_091,01032018_091.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_091.wav,﻿sju en med lege til stede måtte saken avbrytes i dag også
01032018_093,01032018_093.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_093.wav,﻿lang tid kan det gå før avklaringen må komme
01032018_095,01032018_095.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_095.wav,﻿forsvareren vil gi kvinne er sjanse til han tror terapi vil hjelpe
01032018_096,01032018_096.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_096.wav,﻿kanskje å få frem 
01032018_097,01032018_097.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_097.wav,﻿norske arbeidstakere blir bedt om å stå lenger i arbeid med
01032018_098,01032018_098.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_098.wav,﻿foreningen akademikerne mener det er et problem seniorene
01032018_100,01032018_100.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_100.wav,﻿i morgen er det frist for å bli enige i forhandlingene om
01032018_103,01032018_103.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_103.wav,﻿han skal følge nøye med i morgen når fristen for forhandlingene om offentlig tjenestepensjon går ut 
01032018_108,01032018_108.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_108.wav,﻿for innspill fra de unge har fått kommunen trolig
01032018_109,01032018_109.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_109.wav,﻿vi hadde en stor elevrådskonferanse
01032018_110,01032018_110.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_110.wav,﻿og stress og lekser henger sammen
01032018_113,01032018_113.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_113.wav,﻿særlig gjelder det jenter
01032018_115,01032018_115.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_115.wav,﻿vi som voksne har arbeidstids bestemmelser
01032018_118,01032018_118.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_118.wav,﻿mussolini gamleordføreren fra partiet som bærer arven etter mussolini
01032018_119,01032018_119.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_119.wav,﻿falmet men fremdeles tydelige kjennetegn av rettvinklet fascistisk arkitektur
01032018_122,01032018_122.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_122.wav,﻿vincenzo zaccheo kjenner alle på kjøkkenet på favorittrestauranten
01032018_124,01032018_124.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_124.wav,﻿i dag gjorde høyrealliansen sin første felles opptreden i valgkampen 
01032018_125,01032018_125.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_125.wav,﻿silvio berlusconi stiller sammen med gamle norditalienske utbryterpartiet la lega og giorgia meloni
01032018_126,01032018_126.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_126.wav,﻿tilbake i latina viser vincenzo zaccheo frem et av sine gamle prosjekt havna
01032018_128,01032018_128.wav,../localhome/datasets/NordTrans_TUL/NRK/NRK-Dagsrevyen/Init2018/01032018_128.wav,﻿du kan om 
