segment_id,wav_file,path,text
20180410-1_043,20180410-1_043.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_043.wav,﻿underkjenne en befolkning og deres
20180410-1_044,20180410-1_044.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_044.wav,﻿representanters stillingtaken i et demokrati i et spørsmål som ikke vedrører vitale nasjonale interesser 
20180410-1_045,20180410-1_045.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_045.wav,﻿er etter vårt syn svært uheldig 
20180410-1_046,20180410-1_046.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_046.wav,﻿vi inviterer ikke til meningsfull framtidig politisk delta
20180410-1_047,20180410-1_047.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_047.wav,﻿stortingsvalgkretsen Finnmark vil riktignok inntil videre opprettholdes noe som fører til at finnmarks befolkning fortsatt kan artikulere sine interesser 
20180410-1_049,20180410-1_049.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_049.wav,﻿mens den samme befolkningen nektes 
20180410-1_050,20180410-1_050.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_050.wav,﻿adgang til å artikulere sine regionale interesser gjennom en folkevalgt 
20180410-1_051,20180410-1_051.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_051.wav,﻿politisk vil finnmark velgere ikke kunne vite om det er representanter fra deres parti som har sjanse til å sitte i et nytt sammensatt fylkesting
20180410-1_055,20180410-1_055.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_055.wav,﻿og vi trenger ikke hjelp fra naboen for å fungere
20180410-1_056,20180410-1_056.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_056.wav,﻿befolkningsutviklingen i fylket
20180410-1_058,20180410-1_058.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_058.wav,﻿gjennom måten Finnmark fylkeskommune 
20180410-1_060,20180410-1_060.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_060.wav,﻿for Norges største fylke vil vadsø og øst-finnmark 
20180410-1_061,20180410-1_061.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_061.wav,﻿noe som sannsynligvis 
20180410-1_062,20180410-1_062.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_062.wav,﻿også vil få 
20180410-1_063,20180410-1_063.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_063.wav,﻿negative befordringsmessige konsekvenser 
20180410-1_064,20180410-1_064.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_064.wav,﻿er resultatet av samerettsutvalgets innstilling og en lang og smertefull politisk prosess i finn
20180410-1_065,20180410-1_065.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_065.wav,﻿konstruksjonen mister sin legitimitet og sitt innhold
20180410-1_066,20180410-1_066.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_066.wav,﻿avviste å omgjøre vedtaket om sammenslåing av troms og finnmark den
20180410-1_067,20180410-1_067.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_067.wav,﻿finnmark ble eget hovedlen
20180410-1_068,20180410-1_068.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_068.wav,﻿finnmark fylke fikk navnet sitt i nitten ett
20180410-1_070,20180410-1_070.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_070.wav,﻿en hel prosess som noen hver
20180410-1_071,20180410-1_071.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_071.wav,﻿fjortende mai skal det avholdes folkeavstemming i finnmark om finnmark skal slå
20180410-1_072,20180410-1_072.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_072.wav,﻿det enorme engasjementet 
20180410-1_073,20180410-1_073.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_073.wav,﻿statsråden svarte ikke på Mitt spørsmål 
20180410-1_076,20180410-1_076.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_076.wav,﻿ein ny på stortinget
20180410-1_079,20180410-1_079.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_079.wav,﻿slik det er noe i finnmark er det allerede stor avstand til makta
20180410-1_080,20180410-1_080.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_080.wav,﻿til de som bestemmer dette forsterkes med dette
20180410-1_083,20180410-1_083.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_083.wav,﻿tror virkelig statsråden at noen som bor i karasjok vil jobbe i tromsø 
20180410-1_084,20180410-1_084.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_084.wav,﻿trosse det folkelige opprøret som er på gang mot tvangssammenslåing av finnmark og troms
20180410-1_085,20180410-1_085.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_085.wav,﻿på befolkningen og vil statsråden følge folkeviljen og ta på
20180410-1_086,20180410-1_086.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_086.wav,﻿president er godt kjent med motstanden i finnmark mot sammenslåingen av troms og finnmark fylkeskommuner flertallet i finnmark fylkesting vedtok i desember tyve
20180410-1_087,20180410-1_087.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_087.wav,﻿Finnmark fylkeskommune skulle bestå 
20180410-1_088,20180410-1_088.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_088.wav,﻿som egen fylkeskommune 
20180410-1_092,20180410-1_092.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_092.wav,﻿av troms og finnmark vises det også til vedtak i finnmark fylkeskommune i tillegg til vedtak i vest-finnmark øst-finnmark
20180410-1_093,20180410-1_093.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_093.wav,﻿for å orientere om sin motstand
20180410-1_097,20180410-1_097.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_097.wav,﻿og sterkere fylkeskommuner 
20180410-1_099,20180410-1_099.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_099.wav,﻿økt kapasitet og kompetanse i fylkeskommunene 
20180410-1_100,20180410-1_100.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_100.wav,﻿dette styrker fylkeskommunenes muligheter til å ivareta dagens oppgaver på en god måte og 
20180410-1_102,20180410-1_102.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_102.wav,﻿regionreformen gir en høyere minstestørrelse 
20180410-1_105,20180410-1_105.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_105.wav,﻿det norske systemet er slik at alle kommuner og fylkeskommuner har de samme oppgavene og da legger den minste fylkeskommunen listen
20180410-1_106,20180410-1_106.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_106.wav,﻿oppgaver fylkeskommunene kan ha 
20180410-1_107,20180410-1_107.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_107.wav,﻿større fylkeskommuner er derfor nødvendig 
20180410-1_108,20180410-1_108.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_108.wav,﻿folk kunne desentralisere ytterligere makt
20180410-1_109,20180410-1_109.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_109.wav,﻿fra statlig nivå 
20180410-1_110,20180410-1_110.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_110.wav,﻿motsatt vil en eventuell reversering av sammenslåingen 
20180410-1_111,20180410-1_111.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_111.wav,﻿av troms og finnmark redusere mulighetene for nye oppgaver til fylkeskommunene
20180410-1_113,20180410-1_113.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_113.wav,﻿angår derfor flere enn innbyggerne i Finnmark 
20180410-1_114,20180410-1_114.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_114.wav,﻿makte og flytte oppgaver nærmere innbyggerne
20180410-1_116,20180410-1_116.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_116.wav,﻿og gjøre det mer meningsfylt å
20180410-1_117,20180410-1_117.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_117.wav,﻿i forbindelse med regionreformen har Stortinget allerede 
20180410-1_118,20180410-1_118.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_118.wav,﻿sluttet seg til overføring 
20180410-1_119,20180410-1_119.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_119.wav,﻿stortinget har fattet anmodningsvedtak om ytterligere oppgaver som vi nå følger opp et ekspertutvalg har også vurdert nye oppgaver til fylkeskommunene og levert et ambisiøst forslag
20180410-1_120,20180410-1_120.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_120.wav,﻿ekspertutvalgets rapport er nå på høring og regjeringen vil komme tilbake med en vurdering av de enkelte forslagene etter dette
20180410-1_121,20180410-1_121.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_121.wav,﻿en sammenslåing av troms og finnmark vil styrke vårt nordligste fylke finnmark og troms blir til sammen med
20180410-1_123,20180410-1_123.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_123.wav,﻿rik tilgang på naturressurser og et spennende næringsliv med stort potensial 
20180410-1_124,20180410-1_124.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_124.wav,﻿Finnmark og troms representerer Norges grense mot arktis og Russland 
20180410-1_125,20180410-1_125.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_125.wav,﻿regjeringen satser tungt på nordområdene og den nye fylkeskommunen 
20180410-1_126,20180410-1_126.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_126.wav,﻿blir en viktig aktør 
20180410-1_127,20180410-1_127.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_127.wav,﻿i regjeringens nordområdestrategi 
20180410-1_128,20180410-1_128.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_128.wav,﻿en god videregående opplæring legger et viktig grunnlag for samfunnsutviklingen i nord økt kapasitet og kompetanse i den nye fylkeskommunen kan bidra til å øke elevenes trivsel og læring og redusere frafallet i videregående skole jeg tror finnmark og troms
20180410-1_129,20180410-1_129.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_129.wav,﻿flere muligheter sammen 
20180410-1_130,20180410-1_130.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_130.wav,﻿og slik sørge for at nye fylkeskommunen har byer og lokalsamfunn
20180410-1_131,20180410-1_131.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_131.wav,﻿som er attraktive nok 
20180410-1_132,20180410-1_132.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_132.wav,﻿til å beholde og tiltrekke seg kompetent arbeidskraft
20180410-1_137,20180410-1_137.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_137.wav,﻿de nye fylkeskommunene har veien fram vært mer krevende for finnmark og troms
20180410-1_138,20180410-1_138.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_138.wav,﻿etter at finnmark fylkesting avviste avtalen om gjennomføringen av sammenslåingen som ble framforhandlet ved hjelp av mekling ba troms fylkeskommune departementet om å bestemme fellesnemndas sammensetning og
20180410-1_139,20180410-1_139.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_139.wav,﻿torsdag femte april fastsatte 
20180410-1_142,20180410-1_142.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_142.wav,﻿og bestemt at finnmark skal ha flere medlemmer i fellesnemnda enn det innbyggertallet isolert sett skulle tilsi
20180410-1_143,20180410-1_143.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_143.wav,﻿til å bestemme organisering av nye fylkeskommunen
20180410-1_145,20180410-1_145.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_145.wav,﻿identitet er viktig for oss mennesker 
20180410-1_147,20180410-1_147.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_147.wav,﻿selv om administrative grenser endres 
20180410-1_148,20180410-1_148.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_148.wav,﻿så vel som vår tilknytning til en kommune
20180410-1_150,20180410-1_150.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_150.wav,﻿siden fylkesgrensene ble trukket opp 
20180410-1_151,20180410-1_151.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_151.wav,﻿når har stortinget bestemt at fylkeskommunene skal slås sammen for å kunne sikre god kapasitet og kompetanse til å kunne utføre viktige oppgaver
20180410-1_152,20180410-1_152.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_152.wav,﻿for innbyggerne våre 
20180410-1_154,20180410-1_154.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_154.wav,﻿kan følge opp stortingets vedtak 
20180410-1_155,20180410-1_155.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_155.wav,﻿statsråden snakket om 
20180410-1_159,20180410-1_159.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_159.wav,﻿troms og finnmark er blant de store taperne
20180410-1_163,20180410-1_163.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_163.wav,﻿som finnmark har som er litt spesielle
20180410-1_167,20180410-1_167.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_167.wav,﻿skjønner statsråden at folk i Finnmark ønsker 
20180410-1_173,20180410-1_173.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_173.wav,﻿det er lett å forstå motstanden
20180410-1_175,20180410-1_175.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_175.wav,﻿hva man ønsker 
20180410-1_178,20180410-1_178.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_178.wav,﻿på reise i finnmark nå denne uken
20180410-1_181,20180410-1_181.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_181.wav,﻿i en fylkeskommune som ikke bare skal løse de oppgavene man har i dag men forhåpentligvis
20180410-1_184,20180410-1_184.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_184.wav,﻿man har utfordringer med å tiltrekke seg arbeidskraft og det kommer ikke til å bli lettere
20180410-1_185,20180410-1_185.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_185.wav,﻿det kommer til å bli enda mer utfordrende i den omstillingen både de privat offentlig
20180410-1_187,20180410-1_187.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_187.wav,﻿man trenger kompetanse og det kan ikke vedtas gjennom et statsbudsjett gjennom kommuneøkonomi
20180410-1_189,20180410-1_189.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_189.wav,﻿men man må forholde seg
20180410-1_190,20180410-1_190.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_190.wav,﻿det er ikke sånn at kommuner fylkeskommuner
20180410-1_191,20180410-1_191.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_191.wav,﻿kan avholde folkeavstemning 
20180410-1_194,20180410-1_194.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_194.wav,﻿en ny sterkere fylkeskommune 
20180410-1_195,20180410-1_195.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_195.wav,﻿det vil tjene finnmarks innbyggere
20180410-1_196,20180410-1_196.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_196.wav,﻿forventninger til den 
20180410-1_198,20180410-1_198.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_198.wav,﻿det fremstår mer om som en reform uten innhold og det viktigste var å få til en ny geografisk inndeling
20180410-1_201,20180410-1_201.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_201.wav,﻿tvang og se bort fra
20180410-1_204,20180410-1_204.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_204.wav,﻿vi var imot en ny inndeling ved bruk av
20180410-1_209,20180410-1_209.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_209.wav,﻿det samme stortingsflertallet stemte saken 
20180410-1_210,20180410-1_210.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_210.wav,﻿vi ser at uroen og motstanden har økt
20180410-1_212,20180410-1_212.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_212.wav,﻿Uansett for det 
20180410-1_214,20180410-1_214.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_214.wav,﻿det er stor frustrasjon det er stor
20180410-1_220,20180410-1_220.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_220.wav,﻿i respekt for det faktum at store avstander
20180410-1_221,20180410-1_221.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_221.wav,﻿til å ivareta innbyggernes interesser
20180410-1_224,20180410-1_224.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_224.wav,﻿men gjelder også andre sammenslåtte fylker
20180410-1_225,20180410-1_225.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_225.wav,﻿med spredtboddhet og muligheten for å ivareta innbyggernes interesser 
20180410-1_231,20180410-1_231.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_231.wav,﻿at tvangssammenslåingen av fylkene er tatt svært dårlig imot og folk som er berørt
20180410-1_232,20180410-1_232.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_232.wav,﻿regjeringen har jo gjort livet surt for både fylker og kommuner som motsetter seg å bli offer for regjeringens sentraliseringsiver
20180410-1_235,20180410-1_235.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_235.wav,﻿etter objektive kriterier
20180410-1_236,20180410-1_236.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_236.wav,﻿som ivaretar hensynet til faktiske kostnadsbehov 
20180410-1_238,20180410-1_238.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_238.wav,﻿nettopp for å kompensere
20180410-1_245,20180410-1_245.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_245.wav,﻿men både tidspress 
20180410-1_253,20180410-1_253.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_253.wav,﻿blitt gjort i denne saken
20180410-1_254,20180410-1_254.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_254.wav,﻿de er manglende borgerlig respekt for lokaldemokratiet
20180410-1_255,20180410-1_255.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_255.wav,﻿for synspunktene lokalt 
20180410-1_256,20180410-1_256.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_256.wav,﻿hva skal man bruke disse store regionene til 
20180410-1_257,20180410-1_257.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_257.wav,﻿så kunne man avklare oppgavene 
20180410-1_259,20180410-1_259.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_259.wav,﻿men regjeringen har gjort motsatt
20180410-1_262,20180410-1_262.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_262.wav,﻿det var utgangspunktet 
20180410-1_263,20180410-1_263.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_263.wav,﻿at man ville se på en regionreform 
20180410-1_265,20180410-1_265.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_265.wav,﻿antall hoder som er 
20180410-1_266,20180410-1_266.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_266.wav,﻿det aller viktigste 
20180410-1_268,20180410-1_268.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180410-1_268.wav,﻿i Finnmark av å slå sammen Finnmark med troms 
